0	13.55975	0
13.55975	13.620489	2
13.620489	13.740489	3
13.740489	13.980489	4
13.980489	14.080489	1
14.080489	14.260489	2
14.260489	14.360489	3
14.360489	14.720489	4
14.720489	14.820489	1
14.820489	15.020489	2
15.020489	15.100489	3
15.100489	15.500489	4
15.500489	15.600489	1
15.600489	15.800489	2
15.800489	15.900489	3
15.900489	16.380489	4
16.380489	16.520489	1
16.520489	16.680489	2
16.680489	16.820489	3
16.820489	17.080489	4
17.080489	17.180489	1
17.180489	17.360489	2
17.360489	17.460489	3
17.460489	17.720489	4
17.720489	17.860489	1
17.860489	18.040489	2
18.040489	18.120489	3
18.120489	18.460489	4
18.460489	18.580489	1
18.580489	18.740489	2
18.740489	18.840489	3
18.840489	19.240489	4
19.240489	19.360489	1
19.360489	19.580489	2
19.580489	19.680489	3
19.680489	20.120489	4
20.120489	20.220489	1
20.220489	20.400489	2
20.400489	20.500489	3
20.500489	20.900489	4
20.900489	21.060489	1
21.060489	21.200489	2
21.200489	21.340489	3
21.340489	21.560489	4
21.560489	21.680489	1
21.680489	21.860489	2
21.860489	21.940489	3
21.940489	22.200489	4
22.200489	22.300489	1
22.300489	22.500489	2
22.500489	22.600489	3
22.600489	22.920489	4
22.920489	23.020489	1
23.020489	23.200489	2
23.200489	23.300489	3
23.300489	23.780489	4
23.780489	23.900489	1
23.900489	24.080489	2
24.080489	24.160489	3
24.160489	24.520489	4
24.520489	24.620489	1
24.620489	24.880489	2
24.880489	24.980489	3
24.980489	25.320489	4
25.320489	25.440489	1
25.440489	25.475924	2
25.475924	26.992	0
