0	4.76025	0
4.76025	4.82025	1
4.82025	4.96025	2
4.96025	5.00025	3
5.00025	5.14025	4
5.14025	5.22025	1
5.22025	5.34025	2
5.34025	5.40025	3
5.40025	5.54025	4
5.54025	5.60025	1
5.60025	5.72025	2
5.72025	5.78025	3
5.78025	5.92025	4
5.92025	5.999924	1
5.999924	6.14025	2
6.14025	6.20025	3
6.20025	6.36025	4
6.36025	6.44025	1
6.44025	6.56025	2
6.56025	6.64025	3
6.64025	6.78025	4
6.78025	6.84025	1
6.84025	6.98025	2
6.98025	7.04025	3
7.04025	7.18025	4
7.18025	7.26025	1
7.26025	7.38025	2
7.38025	7.46025	3
7.46025	7.62025	4
7.62025	7.70025	1
7.70025	7.82025	2
7.82025	7.90025	3
7.90025	8.04025	4
8.04025	8.14025	1
8.14025	8.26025	2
8.26025	8.34025	3
8.34025	8.48025	4
8.48025	8.56025	1
8.56025	8.68025	2
8.68025	8.76025	3
8.76025	8.88025	4
8.88025	18.56	0
