0	4.96025	0
4.96025	5.08025	1
5.08025	5.22025	2
5.22025	5.32025	3
5.32025	5.48025	4
5.48025	5.60025	1
5.60025	5.74025	2
5.74025	5.82025	3
5.82025	6.00025	4
6.00025	6.10025	1
6.10025	6.24025	2
6.24025	6.34025	3
6.34025	6.50025	4
6.50025	6.60025	1
6.60025	6.76025	2
6.76025	6.84025	3
6.84025	7.02025	4
7.02025	7.12025	1
7.12025	7.26025	2
7.26025	7.36025	3
7.36025	7.52025	4
7.52025	7.64025	1
7.64025	7.76025	2
7.76025	7.86025	3
7.86025	8.02025	4
8.02025	8.12025	1
8.12025	8.26025	2
8.26025	8.36025	3
8.36025	8.54025	4
8.54025	8.64025	1
8.64025	8.78025	2
8.78025	8.88025	3
8.88025	9.06025	4
9.06025	9.18025	1
9.18025	9.32025	2
9.32025	9.42025	3
9.42025	9.60025	4
9.60025	9.72025	1
9.72025	9.86025	2
9.86025	9.96025	3
9.96025	10.16025	4
10.16025	10.26025	1
10.26025	10.42025	2
10.42025	10.52025	3
10.52025	10.72025	4
10.72025	10.82025	1
10.82025	10.98025	2
10.98025	11.06025	3
11.06025	11.30025	4
11.30025	11.38025	1
11.38025	11.52025	2
11.52025	11.60025	3
11.60025	11.835733	4
11.835733	29.904	0
