0	0.58025	0
0.58025	0.70025	1
0.70025	0.877596	2
0.877596	0.98025	3
0.98025	1.42025	4
1.42025	1.52025	1
1.52025	1.72025	2
1.72025	1.82025	3
1.82025	2.34025	4
2.34025	2.46025	1
2.46025	2.66025	2
2.66025	2.76025	3
2.76025	3.30025	4
3.30025	3.42025	1
3.42025	3.60025	2
3.60025	3.70025	3
3.70025	4.16025	4
4.16025	4.26025	1
4.26025	4.46025	2
4.46025	4.56025	3
4.56025	4.98025	4
4.98025	5.08025	1
5.08025	5.28025	2
5.28025	5.36025	3
5.36025	5.82025	4
5.82025	5.94025	1
5.94025	6.12025	2
6.12025	6.22025	3
6.22025	6.60025	4
6.60025	6.72025	1
6.72025	6.90025	2
6.90025	7.00025	3
7.00025	7.34025	4
7.34025	7.46025	1
7.46025	7.64025	2
7.64025	7.74025	3
7.74025	8.16025	4
8.16025	8.28025	1
8.28025	8.48025	2
8.48025	8.58025	3
8.58025	9.00025	4
9.00025	9.12025	1
9.12025	9.28025	2
9.28025	9.38025	3
9.38025	9.74025	4
9.74025	9.86025	1
9.86025	10.04025	2
10.04025	10.14025	3
10.14025	10.62025	4
10.62025	10.74025	1
10.74025	10.92025	2
10.92025	11.04025	3
11.04025	11.42025	4
11.42025	11.54025	1
11.54025	11.72025	2
11.72025	11.80025	3
11.80025	12.14025	4
12.14025	12.24025	1
12.24025	12.44025	2
12.44025	12.54025	3
12.54025	12.96025	4
12.96025	13.08025	1
13.08025	13.26025	2
13.26025	13.36025	3
13.36025	13.78025	4
13.78025	13.94025	1
13.94025	14.14025	2
14.14025	14.30025	3
14.30025	14.62025	4
14.62025	14.74025	1
14.74025	14.92025	2
14.92025	15.02025	3
15.02025	15.34025	4
15.34025	15.44025	1
15.44025	15.64025	2
15.64025	15.74025	3
15.74025	16.12025	4
16.12025	16.24025	1
16.24025	16.42025	2
16.42025	16.52025	3
16.52025	16.94025	4
16.94025	17.06025	1
17.06025	17.24025	2
17.24025	17.34025	3
17.34025	17.76025	4
17.76025	17.88025	1
17.88025	18.06025	2
18.06025	18.16025	3
18.16025	18.52025	4
18.52025	18.62025	1
18.62025	18.82025	2
18.82025	18.92025	3
18.92025	19.38025	4
19.38025	19.50025	1
19.50025	19.68025	2
19.68025	19.78025	3
19.78025	20.28025	4
20.28025	20.40025	1
20.40025	20.60025	2
20.60025	20.70025	3
20.70025	21.12025	4
21.12025	21.24025	1
21.24025	21.44025	2
21.44025	21.54025	3
21.54025	21.90025	4
21.90025	22.00025	1
22.00025	22.20025	2
22.20025	22.30025	3
22.30025	22.74025	4
22.74025	22.86025	1
22.86025	23.04025	2
23.04025	23.14025	3
23.14025	23.54025	4
23.54025	23.66025	1
23.66025	23.84025	2
23.84025	23.94025	3
23.94025	24.30025	4
24.30025	24.42025	1
24.42025	24.60025	2
24.60025	24.70025	3
24.70025	25.14025	4
25.14025	25.26025	1
25.26025	25.44025	2
25.44025	25.54025	3
25.54025	25.94025	4
25.94025	26.06025	1
26.06025	26.24025	2
26.24025	26.34025	3
26.34025	26.70025	4
26.70025	26.82025	1
26.82025	27.00025	2
27.00025	27.10025	3
27.10025	27.54025	4
27.54025	27.66025	1
27.66025	27.84025	2
27.84025	27.96025	3
27.96025	28.32025	4
28.32025	28.42025	1
28.42025	28.60025	2
28.60025	28.70025	3
28.70025	29.04025	4
29.04025	29.16025	1
29.16025	29.34025	2
29.34025	29.44025	3
29.44025	29.78025	4
29.78025	30.96	0
