0	3.80025	0
3.80025	3.90025	1
3.90025	4.02025	2
4.02025	4.12025	3
4.12025	4.30025	4
4.30025	4.40025	1
4.40025	4.54025	2
4.54025	4.62025	3
4.62025	4.80025	4
4.80025	4.90025	1
4.90025	5.04025	2
5.04025	5.12025	3
5.12025	5.28025	4
5.28025	5.38025	1
5.38025	5.52025	2
5.52025	5.60025	3
5.60025	5.76025	4
5.76025	5.86025	1
5.86025	6.00025	2
6.00025	6.08025	3
6.08025	6.24025	4
6.24025	6.34025	1
6.34025	6.48025	2
6.48025	6.56025	3
6.56025	6.72025	4
6.72025	6.84025	1
6.84025	6.96025	2
6.96025	7.04025	3
7.04025	7.22025	4
7.22025	7.32025	1
7.32025	7.44025	2
7.44025	7.54025	3
7.54025	7.70025	4
7.70025	7.80025	1
7.80025	7.92025	2
7.92025	8.00025	3
8.00025	8.16025	4
8.16025	8.28025	1
8.28025	8.40025	2
8.40025	8.50025	3
8.50025	8.64025	4
8.64025	8.74025	1
8.74025	8.88025	2
8.88025	8.96025	3
8.96025	9.12025	4
9.12025	9.24025	1
9.24025	9.36025	2
9.36025	9.46025	3
9.46025	9.62025	4
9.62025	9.74025	1
9.74025	9.86025	2
9.86025	9.96025	3
9.96025	10.14025	4
10.14025	10.24025	1
10.24025	10.36025	2
10.36025	10.46025	3
10.46025	10.64025	4
10.64025	10.74025	1
10.74025	10.86025	2
10.86025	10.96025	3
10.96025	11.12025	4
11.12025	11.22025	1
11.22025	11.36025	2
11.36025	11.46025	3
11.46025	11.62025	4
11.62025	11.70025	1
11.70025	11.84025	2
11.84025	11.92025	3
11.92025	12.10025	4
12.10025	12.18025	1
12.18025	12.32025	2
12.32025	12.42025	3
12.42025	12.58025	4
12.58025	12.68025	1
12.68025	12.82025	2
12.82025	12.92025	3
12.92025	13.08025	4
13.08025	13.20025	1
13.20025	13.32025	2
13.32025	13.42025	3
13.42025	13.58025	4
13.58025	13.68025	1
13.68025	13.80025	2
13.80025	13.90025	3
13.90025	14.06025	4
14.06025	14.16025	1
14.16025	14.30025	2
14.30025	14.38025	3
14.38025	14.56025	4
14.56025	14.66025	1
14.66025	14.78025	2
14.78025	14.88025	3
14.88025	15.06025	4
15.06025	15.16025	1
15.16025	15.28025	2
15.28025	15.38025	3
15.38025	15.56025	4
15.56025	15.68025	1
15.68025	15.78025	2
15.78025	15.88025	3
15.88025	16.06025	4
16.06025	16.16025	1
16.16025	16.28025	2
16.28025	16.38025	3
16.38025	16.54025	4
16.54025	16.64025	1
16.64025	16.76025	2
16.76025	16.86025	3
16.86025	17.02025	4
17.02025	17.12025	1
17.12025	17.24025	2
17.24025	17.34025	3
17.34025	17.50025	4
17.50025	17.62025	1
17.62025	17.74025	2
17.74025	17.84025	3
17.84025	18.00025	4
18.00025	18.12025	1
18.12025	18.24025	2
18.24025	18.34025	3
18.34025	18.52025	4
18.52025	18.62025	1
18.62025	18.76025	2
18.76025	18.86025	3
18.86025	19.02025	4
19.02025	19.14025	1
19.14025	19.26025	2
19.26025	19.36025	3
19.36025	19.52025	4
19.52025	19.62025	1
19.62025	19.74025	2
19.74025	19.84025	3
19.84025	20.00025	4
20.00025	20.12025	1
20.12025	20.24025	2
20.24025	20.34025	3
20.34025	20.50025	4
20.50025	20.62025	1
20.62025	20.74025	2
20.74025	20.84025	3
20.84025	21.02025	4
21.02025	21.12025	1
21.12025	21.24025	2
21.24025	21.34025	3
21.34025	21.50025	4
21.50025	21.62025	1
21.62025	21.74025	2
21.74025	21.84025	3
21.84025	22.00025	4
22.00025	22.10025	1
22.10025	22.22025	2
22.22025	22.30025	3
22.30025	22.46025	4
22.46025	22.56025	1
22.56025	22.70025	2
22.70025	22.78025	3
22.78025	22.94025	4
22.94025	23.04025	1
23.04025	23.18025	2
23.18025	23.26025	3
23.26025	23.44025	4
23.44025	23.54025	1
23.54025	23.66025	2
23.66025	23.74025	3
23.74025	23.94025	4
23.94025	24.06025	1
24.06025	24.18025	2
24.18025	24.28025	3
24.28025	24.46025	4
24.46025	24.56025	1
24.56025	24.68025	2
24.68025	24.80025	3
24.80025	24.96025	4
24.96025	25.06025	1
25.06025	25.18025	2
25.18025	25.28025	3
25.28025	25.44025	4
25.44025	25.54025	1
25.54025	25.68025	2
25.68025	25.76025	3
25.76025	25.94025	4
25.94025	26.04025	1
26.04025	26.18025	2
26.18025	26.26025	3
26.26025	26.44025	4
26.44025	26.54025	1
26.54025	26.68025	2
26.68025	26.76025	3
26.76025	26.94025	4
26.94025	27.06025	1
27.06025	27.18025	2
27.18025	27.28025	3
27.28025	27.44025	4
27.44025	27.54025	1
27.54025	27.66025	2
27.66025	27.76025	3
27.76025	27.94025	4
27.94025	28.04025	1
28.04025	28.16025	2
28.16025	28.26025	3
28.26025	28.42025	4
28.42025	28.52025	1
28.52025	28.64025	2
28.64025	28.74025	3
28.74025	28.91766	4
28.91766	29.68	0
