0	12.70425	0
12.70425	12.82025	4
12.82025	12.94025	1
12.94025	13.06025	2
13.06025	13.16025	3
13.16025	13.36025	4
13.36025	13.48025	1
13.48025	13.62025	2
13.62025	13.70025	3
13.70025	13.92025	4
13.92025	14.04025	1
14.04025	14.16025	2
14.16025	14.26025	3
14.26025	14.48025	4
14.48025	14.60025	1
14.60025	14.72025	2
14.72025	14.82025	3
14.82025	15.02025	4
15.02025	15.14025	1
15.14025	15.28025	2
15.28025	15.36025	3
15.36025	15.58025	4
15.58025	15.68025	1
15.68025	15.82025	2
15.82025	15.92025	3
15.92025	16.14025	4
16.14025	16.26025	1
16.26025	16.40025	2
16.40025	16.50025	3
16.50025	16.72025	4
16.72025	16.82025	1
16.82025	16.96025	2
16.96025	17.06025	3
17.06025	17.26025	4
17.26025	17.38025	1
17.38025	17.52025	2
17.52025	17.62025	3
17.62025	17.82025	4
17.82025	17.94025	1
17.94025	18.08025	2
18.08025	18.18025	3
18.18025	18.38025	4
18.38025	18.50025	1
18.50025	18.64025	2
18.64025	18.74025	3
18.74025	18.96025	4
18.96025	19.06025	1
19.06025	19.20025	2
19.20025	19.30025	3
19.30025	19.52025	4
19.52025	19.64025	1
19.64025	19.78025	2
19.78025	19.88025	3
19.88025	20.10025	4
20.10025	20.20025	1
20.20025	20.34025	2
20.34025	20.44025	3
20.44025	20.66025	4
20.66025	20.76025	1
20.76025	20.90025	2
20.90025	21.00025	3
21.00025	21.22025	4
21.22025	21.32025	1
21.32025	21.48025	2
21.48025	21.58025	3
21.58025	21.78025	4
21.78025	21.88025	1
21.88025	22.04025	2
22.04025	22.12025	3
22.12025	22.32025	4
22.32025	22.44025	1
22.44025	22.58025	2
22.58025	22.68025	3
22.68025	22.90025	4
22.90025	23.00025	1
23.00025	23.14025	2
23.14025	23.24025	3
23.24025	23.46025	4
23.46025	23.56025	1
23.56025	23.70025	2
23.70025	23.80025	3
23.80025	24.00025	4
24.00025	24.12025	1
24.12025	24.26025	2
24.26025	24.34025	3
24.34025	24.54025	4
24.54025	24.66025	1
24.66025	24.80025	2
24.80025	24.90025	3
24.90025	25.10025	4
25.10025	25.22025	1
25.22025	25.36025	2
25.36025	25.46025	3
25.46025	25.66025	4
25.66025	25.78025	1
25.78025	25.90025	2
25.90025	26.00025	3
26.00025	26.22025	4
26.22025	26.34025	1
26.34025	26.48025	2
26.48025	26.58025	3
26.58025	26.80025	4
26.80025	28.56	0
